,0,1,2,3,4
1656,3.6,15.9957,-94.7728,66.2,1087655.0
1657,3.7,15.2583,-93.6687,59.5,1087878.0
1658,3.8,15.1168,-93.7058,37.6,1088348.0
1659,4.0,15.2567,-94.525,30.2,1089038.0
1660,3.4,15.4378,-94.7623,17.9,1089541.0
1661,3.9,15.6323,-94.7502,16.0,1089603.0
1662,4.0,15.3158,-93.5982,65.8,1089854.0
1663,3.8,14.8395,-94.12899999999999,15.0,1089883.0
1664,4.1,15.6122,-95.1687,16.1,1090153.0
1665,4.1,16.5603,-91.0273,28.1,1090415.0
1666,3.9,14.970999999999998,-94.3557,15.0,1090747.0
1667,5.3,15.372,-95.2813,33.4,1091071.0
1668,4.8,14.8547,-94.2735,24.9,1091757.0
1669,4.1,15.139000000000001,-94.1715,24.3,1092144.0
1670,3.1,15.2788,-93.6168,60.7,1092535.0
1671,3.9,15.267000000000001,-93.825,5.6,1092574.0
1672,3.9,15.7013,-94.551,30.8,1093181.0
1673,3.9,15.1018,-93.7182,15.2,1093594.0
1674,3.6,15.1572,-93.694,43.4,1093962.0
1675,3.8,15.1537,-93.7998,52.0,1094359.0
1676,4.2,15.2782,-94.4258,16.1,1094547.0
1677,3.8,15.4152,-94.7483,16.1,1094818.0
1678,4.3,15.5347,-94.81200000000001,25.6,1095163.0
1679,4.2,15.379000000000001,-93.2508,81.9,1095626.0
1680,3.9,15.2258,-94.6118,15.0,1095802.0
1681,4.2,15.2738,-94.603,27.7,1095896.0
1682,3.9,15.167,-93.695,47.9,1096469.0
1683,3.3,15.6668,-93.4177,88.8,1096952.0
1684,3.7,15.850999999999999,-94.9773,19.2,1096985.0
1685,3.4,15.1147,-93.291,68.2,1097111.0
1686,3.3,14.9702,-93.3698,16.1,1097222.0
1687,3.6,15.1437,-93.7813,11.1,1097660.0
1688,3.7,14.9202,-94.3308,15.0,1098075.0
1689,3.5,16.2257,-93.1247,75.2,1098160.0
1690,3.2,15.2535,-93.6473,60.7,1098262.0
1691,3.3,15.0785,-93.6675,13.0,1098287.0
1692,4.0,16.4167,-95.39399999999999,16.6,1098786.0
1693,3.8,15.1087,-93.8177,16.0,1099822.0
1694,3.7,15.1202,-93.6902,15.0,1099915.0
1695,3.8,15.915999999999999,-94.3745,16.1,1099955.0
1696,3.6,15.0675,-93.6857,37.5,1100405.0
1697,3.9,15.1567,-94.4378,33.7,1100574.0
1698,3.4,15.1097,-93.7782,13.3,1100984.0
1699,4.1,16.3433,-95.277,27.6,1101042.0
1700,4.1,14.7663,-94.2217,15.0,1101279.0
1701,3.7,14.7222,-94.113,9.2,1101442.0
1702,3.7,14.8117,-94.1338,15.0,1101621.0
1703,3.9,15.7275,-94.5412,15.0,1101820.0
1704,4.0,14.700999999999999,-93.7167,8.3,1101935.0
1705,3.3,15.1683,-93.6815,49.3,1102242.0
1706,3.8,15.0337,-94.3483,15.0,1102259.0
1707,3.7,15.3137,-93.8047,49.2,1102456.0
1708,4.2,15.4555,-94.6688,16.1,1102838.0
1709,3.8,16.5005,-94.92399999999999,7.4,1103155.0
1710,4.3,15.2847,-95.2293,6.5,1103463.0
1711,3.3,15.1067,-93.6682,15.0,1103786.0
1712,3.6,15.4088,-93.9115,15.0,1103832.0
1713,3.6,15.1705,-93.6718,39.8,1104149.0
1714,3.4,15.0877,-93.5485,36.0,1104562.0
1715,3.4,16.0943,-93.1947,91.4,1104632.0
1716,4.0,15.1012,-94.26299999999999,15.0,1104780.0
1717,3.8,15.1553,-93.6502,15.0,1105011.0
1718,3.3,16.0553,-93.1767,77.1,1105425.0
1719,3.7,15.1662,-93.6052,3.1,1105749.0
1720,4.0,15.2213,-93.6377,53.4,1106217.0
1721,3.4,15.142000000000001,-93.4967,2.3,1106755.0
1722,4.1,15.6442,-94.8753,16.1,1106909.0
1723,3.7,15.3622,-94.1058,23.1,1107403.0
1724,3.7,15.2302,-93.6138,60.6,1107500.0
1725,3.6,15.7628,-95.06700000000001,9.5,1107502.0
1726,4.0,15.8542,-94.3835,78.3,1107742.0
1727,3.6,15.8787,-94.4242,73.0,1107831.0
1728,3.9,13.5712,-92.5115,97.8,1108213.0
1729,4.0,14.2057,-93.3337,82.7,1108412.0
1730,3.8,15.0998,-93.6668,15.0,1109549.0
1731,3.8,15.4043,-94.7417,17.8,1109886.0
1732,4.0,15.794,-95.0318,16.1,1110579.0
1733,4.3,15.6453,-95.0472,15.0,1110942.0
1734,4.0,14.9782,-94.445,24.9,1111194.0
1735,3.4,15.145999999999999,-93.6742,51.0,1111325.0
1736,3.6,15.4742,-95.0308,15.3,1111478.0
1737,3.6,15.0602,-93.6032,10.0,1111825.0
1738,3.6,15.2178,-93.6603,52.0,1112164.0
1739,4.3,15.4587,-95.2018,15.0,1112404.0
1740,3.7,16.5252,-95.0763,3.6,1112691.0
1741,4.0,15.4425,-94.7995,16.0,1112841.0
1742,4.0,13.8595,-93.7792,6.7,1112977.0
1743,3.4,15.0205,-93.5532,15.0,1113302.0
1744,3.8,15.8737,-94.4168,61.7,1113356.0
1745,3.7,14.967,-94.2917,15.0,1113589.0
1746,3.8,15.4685,-93.2177,85.7,1113880.0
1747,3.5,15.1988,-93.6645,37.4,1114171.0
1748,4.0,15.2653,-94.7762,16.1,1114467.0
1749,3.8,15.1062,-93.6847,14.9,1114613.0
1750,3.5,14.9603,-94.0478,28.3,1114663.0
1751,3.3,15.382,-93.5305,73.5,1115047.0
1752,3.8,16.0143,-94.4925,113.6,1115367.0
1753,3.7,15.1358,-93.74600000000001,10.9,1115526.0
1754,3.6,15.1072,-93.7132,12.5,1116542.0
1755,3.5,15.1482,-93.6693,34.9,1116667.0
1756,3.4,16.3647,-92.9217,15.0,1116828.0
1757,3.5,15.0943,-93.3022,65.3,1116914.0
1758,3.4,15.1112,-93.65899999999999,15.0,1117095.0
1759,3.7,14.9642,-94.2073,15.0,1117146.0
1760,3.3,15.190999999999999,-93.5617,3.7,1117258.0
1761,3.7,15.4118,-93.6878,36.1,1117318.0
1762,3.4,15.0767,-93.6567,17.2,1117625.0
1763,3.5,15.499,-94.6875,9.7,1117667.0
1764,3.4,14.6757,-93.4047,15.0,1117731.0
1765,4.7,14.1778,-93.3688,15.0,1118218.0
1766,4.0,15.4572,-94.85799999999999,16.1,1118894.0
1767,3.6,14.2662,-93.3823,15.0,1119078.0
1768,3.5,14.1972,-93.3827,13.2,1119147.0
1769,4.4,14.1647,-93.4123,15.0,1119246.0
1770,3.7,15.6252,-93.6415,113.5,1119837.0
1771,3.9,15.1305,-94.5843,37.8,1120024.0
1772,3.4,15.1248,-93.262,69.3,1120436.0
1773,4.0,15.4567,-95.2573,16.1,1120508.0
1774,3.5,14.3038,-93.3655,15.0,1121216.0
1775,3.1,15.4898,-93.9963,105.2,1121386.0
1776,4.5,15.4572,-94.7055,16.1,1121981.0
1777,3.5,15.7245,-94.3082,17.3,1122188.0
1778,4.6,15.0042,-94.4058,16.1,1122272.0
1779,4.1,15.0487,-94.3275,15.0,1122488.0
1780,4.0,15.2652,-94.68799999999999,16.2,1122661.0
1781,4.0,15.3372,-94.7085,16.0,1123092.0
1782,4.0,16.1673,-95.264,15.0,1123431.0
1783,3.5,15.0795,-93.6705,15.1,1123550.0
1784,3.4,15.1015,-93.6618,15.0,1123649.0
1785,3.4,15.1393,-93.2812,69.5,1124242.0
1786,3.9,15.1678,-94.6633,16.6,1124562.0
1787,3.9,15.0162,-94.3298,15.0,1124856.0
1788,3.6,15.087,-93.7072,15.0,1125039.0
1789,3.7,15.0547,-94.3148,33.8,1125417.0
1790,3.6,15.0888,-93.6748,15.0,1125700.0
1791,4.1,15.583,-94.8203,16.0,1126044.0
1792,3.9,15.3762,-94.8462,23.8,1126263.0
1793,3.9,15.1977,-94.5252,16.1,1126913.0
1794,3.8,15.1577,-93.6803,50.3,1127241.0
1795,4.3,15.6992,-95.2735,16.1,1127543.0
1796,3.3,15.1098,-93.656,15.0,1128171.0
1797,3.6,15.305,-93.7302,13.3,1128463.0
1798,3.8,15.49,-94.0802,112.6,1129209.0
1799,3.4,15.1105,-93.678,15.0,1129345.0
1800,3.7,15.217,-94.6157,24.4,1129701.0
1801,4.0,14.9645,-94.2513,24.4,1129907.0
1802,3.6,15.052999999999999,-93.571,38.6,1130164.0
1803,3.6,15.093,-93.6638,15.5,1130342.0
1804,3.4,15.0958,-93.6755,16.1,1130581.0
1805,3.9,15.3133,-94.0903,16.1,1130607.0
1806,3.5,15.1275,-94.5368,17.9,1130770.0
1807,3.7,15.1933,-94.3273,15.0,1130905.0
1808,3.9,15.3197,-93.5683,69.0,1131176.0
1809,3.5,16.0565,-94.9958,16.3,1131534.0
1810,3.0,14.940999999999999,-94.1662,16.6,1131638.0
1811,3.5,15.1413,-94.456,6.8,1131854.0
1812,4.1,15.0852,-93.6945,28.9,1132044.0
1813,4.0,15.7362,-94.5243,16.1,1132247.0
1814,3.5,15.1063,-93.679,28.0,1132513.0
1815,3.8,15.2543,-93.9588,15.0,1132939.0
1816,3.6,15.128,-93.6317,15.0,1133146.0
1817,3.5,15.0988,-93.6973,15.0,1133586.0
1818,3.9,14.8568,-94.2222,15.0,1134511.0
1819,3.6,15.2448,-94.572,15.0,1135213.0
1820,3.5,16.4128,-92.7987,15.0,1135421.0
1821,3.7,15.198,-93.8678,15.0,1135952.0
1822,4.0,15.3107,-94.6592,16.1,1136288.0
1823,3.9,15.6915,-94.4482,15.4,1136425.0
1824,4.0,15.0217,-94.2998,15.0,1136589.0
1825,3.6,15.1272,-93.6988,15.0,1136823.0
1826,3.8,15.4167,-94.7065,16.0,1136990.0
1827,3.9,15.0975,-94.6278,16.5,1137103.0
1828,3.9,16.8735,-94.1728,134.9,1137273.0
1829,3.9,15.2463,-94.719,15.0,1137778.0
1830,3.5,16.0767,-93.1213,79.8,1138334.0
1831,3.8,15.1823,-93.6442,50.1,1138604.0
1832,3.9,15.4913,-94.6827,16.0,1138765.0
1833,3.7,15.1428,-94.5093,25.0,1138820.0
1834,3.8,15.163,-93.6667,30.5,1139250.0
1835,3.9,15.9145,-94.2865,83.2,1140250.0
1836,3.4,17.1438,-92.18,48.6,1140840.0
1837,3.8,14.9702,-94.1215,25.6,1140901.0
1838,3.7,15.0108,-94.5112,16.0,1141665.0
1839,3.9,15.3317,-93.4883,72.4,1142006.0
1840,3.7,15.1823,-94.6912,17.9,1142475.0
1841,4.0,14.5838,-95.4705,18.7,1142914.0
1842,3.7,15.087,-93.6915,15.0,1143418.0
1843,3.5,15.1508,-94.47200000000001,15.0,1143928.0
1844,4.2,15.0238,-94.16799999999999,15.0,1144100.0
1845,3.7,15.005,-93.9962,15.0,1144724.0
1846,3.7,15.0872,-93.7345,16.5,1146189.0
1847,3.7,16.4593,-95.0145,40.1,1147107.0
1848,3.7,15.088,-93.6887,16.1,1147128.0
1849,3.6,15.1355,-94.359,23.3,1147578.0
1850,4.1,15.2192,-93.8795,38.2,1147695.0
1851,3.3,15.34,-94.0518,12.1,1148218.0
1852,3.9,15.739,-94.5453,36.4,1148260.0
1853,4.0,15.2803,-94.7332,16.0,1148386.0
1854,3.8,15.1557,-93.6932,46.2,1148683.0
1855,3.7,15.0693,-93.696,16.0,1148920.0
1856,3.8,15.4433,-93.4763,88.2,1149573.0
1857,4.0,14.8478,-94.1908,13.1,1149798.0
1858,3.7,14.8587,-93.7213,14.8,1150030.0
1859,3.9,14.9898,-94.3998,16.8,1150114.0
1860,4.2,15.4062,-94.6188,17.2,1150257.0
1861,3.8,14.9708,-95.2875,16.0,1152442.0
1862,3.9,15.149000000000001,-93.7542,25.2,1152630.0
1863,3.7,16.1767,-95.2257,84.7,1152828.0
1864,3.7,15.124,-94.709,18.2,1152998.0
1865,3.9,15.1498,-94.44200000000001,10.0,1153349.0
1866,3.6,15.2128,-93.6602,52.1,1153759.0
1867,3.8,15.5288,-94.1382,100.8,1153928.0
1868,3.9,15.3092,-94.6262,49.2,1155987.0
1869,4.0,15.4473,-94.7298,16.1,1156211.0
1870,3.7,14.9842,-93.42299999999999,38.4,1157146.0
1871,3.8,14.8627,-94.0788,15.0,1157419.0
1872,3.7,15.0797,-93.6388,15.0,1157636.0
1873,3.4,15.0643,-93.6425,13.3,1157822.0
1874,3.6,15.0868,-93.7327,20.0,1158069.0
1875,3.6,15.2503,-94.575,16.3,1158424.0
1876,3.6,15.6515,-93.4232,88.9,1158675.0
1877,3.7,15.3083,-94.8128,16.0,1158802.0
1878,3.5,15.1507,-93.6683,15.0,1159067.0
1879,3.7,15.7113,-94.7367,22.4,1159242.0
1880,3.6,15.1463,-93.6802,16.1,1159675.0
1881,3.6,15.5105,-94.6295,20.0,1160283.0
1882,3.6,15.6427,-94.51,53.5,1161710.0
1883,3.7,14.9068,-93.9337,15.0,1162114.0
1884,3.7,14.8608,-93.9455,15.0,1162290.0
1885,3.5,15.1443,-93.6507,15.0,1162582.0
1886,3.9,15.0218,-94.1442,15.0,1162887.0
1887,3.3,15.1082,-93.671,15.0,1163006.0
1888,3.8,15.2212,-94.5537,20.0,1164122.0
1889,3.8,14.9828,-94.163,47.8,1164268.0
1890,3.4,15.1918,-93.79899999999999,16.0,1164379.0
1891,3.8,15.1122,-93.1663,66.7,1164879.0
1892,4.1,15.2985,-93.5845,57.1,1165171.0
1893,3.9,15.3952,-94.7568,16.0,1165314.0
1894,3.7,15.9932,-95.3548,16.1,1165415.0
1895,4.0,16.296,-95.1305,44.6,1165552.0
1896,3.6,15.3345,-93.5873,68.7,1166688.0
1897,4.0,15.1918,-94.4945,38.8,1166727.0
1898,4.0,14.9073,-94.212,10.0,1166899.0
1899,3.5,15.2262,-93.6358,15.9,1166962.0
1900,3.8,15.3793,-93.6152,80.0,1167224.0
1901,4.0,14.8958,-94.2285,10.0,1167316.0
1902,3.6,14.9592,-94.0447,10.0,1167459.0
1903,4.2,15.4718,-94.6977,16.7,1167732.0
1904,3.9,15.6595,-95.2522,12.2,1167951.0
1905,4.2,15.6537,-95.2442,12.1,1168074.0
1906,3.8,15.2047,-94.3792,15.0,1168761.0
1907,3.7,15.2123,-94.3113,16.1,1168934.0
1908,4.0,15.8108,-94.8895,16.0,1169074.0
1909,3.5,15.1253,-93.1675,73.0,1169236.0
1910,4.0,17.3098,-95.0895,122.1,1169478.0
1911,4.0,15.28,-93.5995,58.8,1169722.0
1912,4.0,15.5608,-94.7,16.1,1170158.0
1913,4.0,15.1048,-93.5988,53.5,1170632.0
1914,3.9,15.9067,-95.7735,82.5,1170921.0
1915,3.7,16.2843,-95.1578,129.8,1171166.0
1916,3.7,15.1172,-93.6662,40.7,1171283.0
1917,4.2,15.3383,-94.6318,30.0,1171613.0
1918,4.1,15.6877,-93.712,35.0,1171964.0
1919,3.7,15.1802,-93.6827,45.6,1172474.0
1920,4.0,15.1225,-93.7035,37.9,1172948.0
1921,3.8,15.1905,-94.2935,19.9,1173379.0
1922,3.9,16.2015,-95.2005,28.7,1173668.0
1923,4.1,15.2722,-94.5982,17.3,1174128.0
1924,3.7,15.8215,-95.2305,10.2,1174323.0
1925,3.6,15.9022,-95.5525,81.6,1174688.0
1926,3.9,15.7747,-94.4675,53.0,1175239.0
1927,3.3,16.0038,-96.9432,13.6,1175374.0
1928,4.3,15.7485,-94.5107,46.5,1175616.0
1929,3.9,15.2563,-94.714,17.6,1176239.0
1930,4.0,15.841,-95.1715,17.6,1176416.0
1931,3.3,15.5343,-93.6635,52.6,1176421.0
1932,3.7,15.1012,-93.6438,16.3,1176601.0
1933,3.6,15.2727,-93.6207,55.2,1176686.0
1934,3.5,15.145999999999999,-93.6532,33.2,1176864.0
1935,3.7,15.5132,-94.5865,20.0,1176912.0
1936,3.6,15.604000000000001,-94.015,115.8,1176997.0
1937,4.2,15.1168,-93.7323,36.4,1177112.0
1938,3.7,15.7507,-95.1775,17.3,1177250.0
1939,3.8,15.1017,-93.6442,30.3,1178142.0
1940,3.7,15.5625,-95.1595,9.8,1178898.0
1941,3.6,15.9875,-95.0432,64.4,1179152.0
1942,4.2,15.084000000000001,-93.2883,68.0,1181031.0
1943,3.5,14.9208,-93.3762,20.0,1182214.0
1944,3.9,15.2202,-93.6747,62.0,1182351.0
1945,4.0,14.235,-93.1767,30.0,1182785.0
1946,4.1,15.3402,-94.679,29.2,1183024.0
1947,3.9,14.8948,-94.3273,29.1,1183248.0
1948,4.2,15.7048,-94.5502,26.3,1183788.0
1949,3.8,15.1842,-93.61399999999999,50.7,1184064.0
1950,3.7,15.2978,-93.4928,80.0,1184464.0
1951,4.0,15.4125,-94.6375,16.0,1184547.0
1952,4.3,15.3623,-93.572,67.6,1184793.0
1953,3.8,15.265,-93.6288,61.0,1184991.0
1954,4.2,15.1062,-94.2075,16.1,1185256.0
1955,3.9,15.2623,-94.6992,4.8,1186187.0
1956,3.7,15.1002,-94.314,6.8,1186616.0
1957,3.5,15.0032,-93.8392,20.0,1187096.0
1958,3.6,15.075,-93.762,16.1,1187307.0
1959,3.7,15.1428,-94.462,16.1,1187624.0
1960,3.6,15.5672,-94.5698,16.2,1187964.0
1961,3.5,15.3292,-93.5418,31.1,1188061.0
1962,3.6,15.0782,-93.715,20.0,1188625.0
1963,3.5,15.7638,-94.5623,32.5,1188863.0
1964,3.7,15.0245,-93.5867,14.4,1189048.0
1965,3.6,15.7587,-94.5192,30.2,1189298.0
1966,3.4,15.1225,-93.6903,16.1,1189619.0
1967,3.1,15.190999999999999,-93.5957,7.1,1189806.0
1968,3.7,15.1028,-93.723,16.0,1189981.0
1969,4.6,15.3772,-94.705,16.1,1190688.0
1970,3.8,15.5035,-94.6047,21.7,1191102.0
1971,3.7,15.102,-94.1642,2.1,1191556.0
1972,3.1,15.7365,-92.9138,88.0,1191686.0
1973,3.6,15.6785,-93.3027,95.6,1191869.0
1974,3.7,15.2032,-93.7468,18.7,1192148.0
1975,3.7,15.2287,-94.4198,14.4,1192288.0
1976,3.9,15.1437,-92.9557,84.0,1192377.0
1977,4.1,15.3963,-94.8387,20.0,1192670.0
1978,3.9,15.6235,-94.4895,90.7,1192928.0
1979,4.0,15.7547,-94.5423,45.1,1193065.0
1980,3.6,15.229000000000001,-93.6507,49.1,1193333.0
1981,3.8,15.2398,-93.2135,80.1,1193454.0
1982,3.8,15.239,-93.6405,57.8,1193675.0
1983,3.8,15.0775,-93.5715,55.0,1193819.0
1984,3.8,15.6603,-94.9458,54.2,1194214.0
1985,4.0,15.0643,-94.4358,25.0,1194244.0
1986,3.6,15.0425,-93.7392,20.0,1194501.0
1987,3.6,15.1197,-93.7105,20.0,1194543.0
1988,3.7,15.3878,-94.0228,50.8,1194869.0
1989,3.9,14.8913,-94.8535,21.0,1195147.0
1990,3.6,15.134,-93.684,20.0,1195421.0
1991,4.3,14.9835,-94.883,16.6,1195469.0
1992,3.7,15.1823,-94.6538,16.0,1195682.0
1993,3.5,15.1813,-93.6655,58.0,1195944.0
1994,3.7,15.36,-94.3987,16.1,1196021.0
1995,3.7,15.2793,-93.5903,55.7,1196042.0
1996,4.9,15.0982,-93.7962,23.8,1196357.0
1997,3.5,15.1952,-93.6385,55.1,1196597.0
1998,4.2,15.253,-94.5385,28.8,1196712.0
1999,3.7,15.1555,-93.7805,34.1,1197164.0
2000,3.5,14.2172,-93.2357,10.0,1197430.0
2001,4.0,14.1673,-93.419,5.0,1197530.0
2002,4.0,15.1818,-94.5407,26.0,1197875.0
2003,3.9,15.1597,-93.8057,42.3,1198339.0
2004,3.6,14.9937,-94.1857,9.4,1198403.0
2005,3.9,15.4557,-94.5228,46.3,1198450.0
2006,3.7,15.1083,-94.22,13.6,1198573.0
2007,4.0,15.5255,-94.7023,19.3,1198794.0
2008,3.7,15.1498,-93.6448,32.0,1198998.0
2009,3.1,14.2125,-92.8295,99.9,1199168.0
2010,3.5,15.5042,-94.6132,46.8,1199176.0
2011,3.3,15.373,-93.4075,81.4,1199375.0
2012,3.6,14.5595,-93.1732,80.0,1199908.0
2013,3.5,15.5653,-93.2278,70.0,1200315.0
2014,3.5,15.7002,-93.3985,75.8,1201197.0
2015,3.3,14.3682,-93.5922,101.9,1201520.0
2016,4.0,15.7443,-93.8078,122.0,1201926.0
2017,3.4,15.2347,-93.5588,60.6,1202084.0
2018,3.6,15.6685,-93.8012,123.2,1202184.0
2019,3.2,16.1207,-97.0113,20.8,1202876.0
2020,3.7,15.0945,-93.9587,42.5,1203379.0
2021,3.4,15.1827,-93.5913,30.0,1203607.0
2022,4.1,15.2837,-94.6223,33.4,1204021.0
2023,3.2,16.7203,-96.8827,11.0,1204734.0
2024,4.1,15.035,-93.9845,12.4,1204903.0
2025,3.5,15.2417,-93.56700000000001,68.1,1205371.0
2026,3.6,14.9587,-94.079,25.0,1205554.0
2027,3.8,15.7013,-94.9895,55.8,1205620.0
2028,4.1,14.8463,-94.1715,3.2,1205874.0
2029,3.8,15.1078,-93.6773,29.8,1206169.0
2030,3.6,15.0857,-94.2925,13.3,1206424.0
2031,4.1,15.9807,-94.4483,108.0,1206521.0
2032,3.5,15.6882,-94.0123,122.4,1207042.0
2033,3.5,15.565999999999999,-92.8867,106.8,1207124.0
2034,3.9,15.5973,-93.34100000000001,89.0,1207254.0
2035,3.8,17.0795,-93.604,50.0,1208816.0
2036,3.1,14.8718,-93.1492,58.5,1208922.0
2037,3.3,15.6077,-93.37799999999999,85.3,1210249.0
2038,3.9,15.0587,-94.2775,50.0,1210563.0
2039,4.0,14.8592,-93.9985,70.0,1211138.0
2040,3.6,15.2453,-93.6072,50.3,1211439.0
2041,3.7,15.0247,-93.96799999999999,47.3,1211666.0
2042,3.6,15.0783,-93.7662,20.6,1211944.0
2043,4.0,15.571,-94.9188,19.1,1212438.0
2044,4.0,15.2593,-94.721,25.0,1212869.0
2045,4.1,15.2775,-94.6033,14.1,1213527.0
2046,3.6,15.1498,-93.6718,38.8,1214487.0
2047,3.8,15.1165,-93.7762,13.5,1214624.0
2048,3.9,15.1588,-94.26100000000001,9.0,1214937.0
2049,3.6,15.187999999999999,-93.7305,51.3,1215385.0
2050,3.8,16.0323,-94.6937,104.2,1215592.0
2051,3.4,15.213,-93.6053,60.0,1216441.0
2052,3.4,15.9877,-93.1108,80.2,1217304.0
2053,3.7,15.6737,-94.6225,40.9,1218097.0
2054,3.9,15.1838,-93.6607,50.2,1218226.0
2055,3.7,15.5473,-94.3925,73.4,1218473.0
2056,2.5,15.5628,-94.5368,60.0,1218578.0
2057,3.7,15.9972,-93.8548,125.3,1218672.0
2058,3.9,15.0838,-93.6633,29.1,1218837.0
2059,3.9,14.9615,-94.3118,15.0,1219298.0
2060,3.7,15.0177,-94.8452,11.4,1220095.0
2061,3.8,15.7095,-94.5313,49.0,1220295.0
2062,3.7,15.2595,-94.4573,43.4,1220474.0
2063,3.6,15.09,-94.4815,15.0,1220560.0
2064,3.8,15.6903,-94.4962,16.0,1220640.0
2065,4.1,15.534,-94.7442,30.5,1220781.0
2066,3.9,15.1163,-94.1698,12.1,1220987.0
2067,3.7,15.7272,-95.1377,16.7,1221088.0
2068,3.2,15.116,-93.6743,15.0,1221386.0
2069,4.0,16.1848,-95.1925,10.0,1221474.0
2070,3.8,16.055,-95.0098,15.4,1221695.0
2071,3.6,15.5623,-94.8862,44.3,1222221.0
2072,3.6,15.4197,-94.1778,44.0,1222227.0
2073,3.8,15.0958,-93.6843,15.8,1222320.0
2074,3.7,15.1545,-94.2835,25.0,1222424.0
2075,3.6,15.0587,-93.6582,16.7,1223113.0
2076,4.0,15.2265,-94.6417,16.0,1223149.0
2077,4.0,14.1745,-93.3425,9.8,1223340.0
2078,3.9,15.4547,-94.6927,16.8,1224249.0
2079,4.0,14.093,-97.2377,19.1,1224666.0
2080,3.6,15.1398,-94.3145,15.0,1224833.0
2081,3.2,15.0607,-93.6308,15.0,1225095.0
2082,3.8,14.9807,-94.34200000000001,15.9,1225129.0
2083,3.6,15.6837,-94.9293,52.7,1225652.0
2084,3.8,14.9158,-93.3725,16.1,1225656.0
2085,3.9,15.4007,-94.6425,16.1,1225757.0
2086,4.0,15.7137,-94.8625,21.4,1226097.0
2087,3.5,15.0873,-93.68299999999999,15.0,1226373.0
2088,3.3,15.094000000000001,-93.7527,15.0,1226495.0
2089,3.3,15.2627,-93.6502,70.4,1226529.0
2090,3.8,15.519,-93.9863,62.7,1226665.0
2091,3.2,15.1515,-93.7707,15.0,1226781.0
2092,3.9,15.485,-94.791,16.4,1227033.0
2093,3.1,15.0133,-93.3143,48.1,1227278.0
2094,3.8,15.1328,-94.3752,15.0,1227368.0
2095,3.3,15.1592,-94.5012,15.0,1227605.0
2096,4.0,14.1698,-93.3547,15.0,1227634.0
2097,3.5,15.136,-93.7115,46.6,1227794.0
2098,3.9,14.2787,-93.381,10.0,1228031.0
2099,3.8,14.3808,-93.45299999999999,74.5,1228248.0
2100,3.9,14.6778,-93.1735,120.4,1228465.0
2101,4.2,15.1677,-94.2567,15.8,1228725.0
2102,3.7,15.1187,-93.6872,14.8,1228903.0
2103,3.3,15.1138,-93.7033,20.0,1229016.0
2104,3.9,15.007,-94.4057,20.0,1229318.0
2105,3.6,15.8287,-94.7735,59.8,1229529.0
2106,3.5,15.5008,-94.12100000000001,45.2,1229696.0
2107,4.0,14.0393,-93.3573,16.2,1230132.0
2108,3.4,15.597000000000001,-94.1612,123.0,1230328.0
2109,3.7,15.2162,-93.6172,58.8,1230841.0
2110,3.8,15.148,-93.8648,38.7,1231216.0
2111,3.4,15.1185,-93.7023,42.7,1231479.0
2112,3.9,15.081,-93.7743,15.0,1231582.0
2113,3.8,14.9748,-94.2843,25.0,1231739.0
2114,3.8,15.0797,-94.2952,25.0,1232711.0
2115,3.8,15.0332,-93.6803,30.0,1233001.0
2116,3.7,15.0893,-93.7085,15.7,1233327.0
2117,3.6,15.1855,-93.652,58.3,1233601.0
2118,3.9,16.0012,-94.9867,48.3,1233904.0
2119,3.1,15.1325,-93.6372,26.8,1233964.0
2120,3.6,15.0635,-93.8077,15.9,1234098.0
2121,3.8,14.2208,-93.3062,9.2,1234404.0
2122,3.8,14.2997,-93.4223,15.0,1234741.0
2123,3.7,15.5422,-95.0145,33.1,1235034.0
2124,3.8,14.2188,-93.3095,15.0,1235244.0
2125,3.8,15.328,-94.6747,16.0,1235431.0
2126,3.7,14.7965,-94.1938,15.0,1235690.0
2127,4.0,15.618,-95.2583,16.0,1235873.0
2128,3.7,15.119000000000002,-93.6883,15.9,1236204.0
2129,3.6,15.1493,-93.6885,15.0,1236346.0
2130,3.8,15.3868,-94.162,29.2,1236508.0
2131,4.1,15.0292,-94.355,8.5,1236970.0
2132,3.3,15.0753,-93.5767,51.7,1237439.0
2133,4.2,14.981,-93.96,25.0,1237539.0
2134,3.8,15.222999999999999,-93.9113,15.0,1237709.0
2135,3.4,15.085,-93.637,14.0,1238210.0
2136,4.3,15.0475,-94.281,16.0,1238582.0
2137,3.4,15.2045,-94.0758,42.5,1238785.0
2138,3.6,15.29,-94.6955,17.2,1239177.0
2139,3.7,15.9868,-93.71799999999999,91.4,1239231.0
2140,4.1,15.4625,-94.7517,20.0,1239321.0
2141,4.1,15.5153,-94.7472,16.1,1239465.0
2142,3.6,15.7005,-94.913,33.0,1239712.0
2143,4.0,15.424000000000001,-94.2165,90.0,1240481.0
2144,3.9,14.9413,-94.6328,15.0,1240719.0
2145,3.8,15.3778,-94.3468,15.0,1241071.0
2146,3.6,15.1082,-93.4457,2.6,1241535.0
2147,3.8,15.204,-94.3203,16.0,1241673.0
2148,3.8,15.857000000000001,-95.2228,11.9,1242473.0
2149,3.7,15.572000000000001,-94.9912,46.4,1242764.0
2150,3.7,15.4142,-93.9942,20.0,1242873.0
2151,3.7,15.1112,-94.0763,75.8,1243021.0
2152,3.8,14.8475,-94.1303,20.0,1243211.0
