Column1,0,1,2,3,4,Cluster
1238,3.9,15.4242,-94.7855,15.0,976467.0,3
1239,3.8,14.9143,-94.1838,11.6,976943.0,21
1240,4.1,15.8053,-95.18299999999999,14.2,977089.0,14
1241,4.1,15.0143,-94.9118,9.3,977630.0,34
1242,4.0,15.7622,-95.14,29.8,977810.0,30
1243,4.1,14.7442,-94.4552,16.9,977988.0,19
1244,3.9,15.7003,-94.98100000000001,16.0,978366.0,23
1245,3.8,15.8238,-95.0887,16.1,978775.0,4
1246,3.8,16.0095,-94.9877,30.6,979056.0,31
1247,3.9,14.9962,-94.01899999999999,15.0,979704.0,3
1248,3.9,15.4098,-94.679,16.1,980027.0,4
1249,3.7,15.1897,-94.6035,15.1,981009.0,26
1250,3.7,15.3748,-93.5313,71.6,981202.0,33
1251,3.6,15.2318,-94.6813,18.3,981323.0,17
1252,3.6,15.0932,-93.6623,14.9,981699.0,21
1253,3.7,15.748,-94.5618,45.2,981971.0,22
1254,3.7,15.9858,-94.6032,82.7,982049.0,4
1255,3.0,15.8732,-95.0667,17.4,982497.0,10
1256,3.4,15.6547,-95.0018,15.5,982533.0,12
1257,3.9,15.7982,-94.5298,59.2,982739.0,9
1258,4.7,14.9983,-94.0237,21.9,982925.0,20
1259,3.8,15.8852,-95.2272,32.6,983214.0,24
1260,3.7,15.8462,-95.0985,16.2,983465.0,2
1261,4.1,15.8613,-95.1877,13.8,983741.0,16
1262,3.9,15.8243,-95.1758,11.6,983773.0,21
1263,3.8,15.9257,-95.12,15.0,984026.0,3
1264,3.5,15.8903,-95.0928,17.7,984077.0,30
1265,3.6,15.6755,-94.4337,20.0,984602.0,1
1266,3.8,15.6202,-95.0908,15.0,984671.0,3
1267,3.8,15.0732,-93.6927,16.2,984687.0,2
1268,3.8,15.7937,-95.08,20.0,985181.0,1
1269,3.9,14.9708,-93.9853,13.7,985717.0,8
1270,3.6,15.792,-95.0272,16.2,985833.0,2
1271,4.3,15.4952,-94.7167,60.0,985888.0,26
1272,3.6,15.804,-95.0903,14.9,986015.0,25
1273,3.7,15.1795,-93.8113,29.0,986117.0,13
1274,4.1,15.6613,-95.1258,16.1,986779.0,4
1275,3.7,14.9963,-93.9372,15.0,987146.0,3
1276,4.0,15.8565,-95.1078,13.6,987161.0,27
1277,3.8,15.087,-94.2183,5.1,987386.0,21
1278,3.8,15.8325,-95.1228,5.0,987424.0,30
1279,3.8,15.3225,-94.6037,78.8,987544.0,34
1280,3.9,15.0737,-94.6035,16.4,987663.0,13
1281,4.0,15.2393,-94.6602,17.7,987849.0,17
1282,3.8,15.4952,-94.70200000000001,15.0,987971.0,3
1283,3.8,15.3337,-93.2137,77.3,988318.0,23
1284,3.5,15.6677,-95.2128,37.7,988323.0,8
1285,3.7,15.707,-95.08200000000001,15.7,988370.0,15
1286,3.6,15.7605,-95.0375,57.9,988632.0,18
1287,3.4,15.8322,-95.1672,5.5,988954.0,22
1288,4.0,15.8618,-95.1555,10.0,989019.0,2
1289,3.9,15.9068,-95.1345,11.9,989164.0,15
1290,3.9,15.8533,-95.1772,4.9,989668.0,26
1291,4.2,15.1655,-94.6657,33.3,990989.0,10
1292,4.1,15.728,-94.5665,23.0,991638.0,14
1293,4.2,15.709000000000001,-94.5373,7.6,992012.0,25
1294,4.0,15.5535,-94.7113,16.1,992371.0,4
1295,3.7,15.2178,-94.5655,28.3,992910.0,33
1296,3.9,15.0695,-93.6523,18.2,993436.0,23
1297,3.8,15.5527,-94.9272,31.7,993727.0,8
1298,4.6,15.0855,-94.3048,16.1,993794.0,4
1299,4.2,15.027999999999999,-94.02600000000001,25.0,994187.0,28
1300,3.9,15.1608,-93.6125,46.2,994406.0,31
1301,4.6,16.1982,-95.2263,15.0,994544.0,3
1302,4.0,14.9882,-93.9742,13.2,994811.0,29
1303,3.7,15.1278,-94.13799999999999,13.0,994919.0,19
1304,4.0,15.4978,-94.5942,31.4,995002.0,7
1305,3.7,15.8588,-95.0558,60.2,995323.0,26
1306,3.8,15.1987,-93.6073,52.2,995414.0,19
1307,4.3,15.3148,-95.0393,19.0,995990.0,32
1308,3.9,15.7053,-94.5682,37.6,996936.0,15
1309,3.5,15.8952,-95.1085,17.6,997061.0,9
1310,4.0,14.7143,-94.1042,13.4,997474.0,21
1311,4.0,15.0035,-93.9643,11.4,997664.0,19
1312,3.1,14.9292,-93.416,16.4,997837.0,13
1313,3.6,15.4367,-94.7703,32.1,997890.0,20
1314,3.7,15.1813,-93.6903,50.3,997976.0,15
1315,3.6,15.4962,-93.8142,65.3,998279.0,11
1316,3.4,15.9062,-94.569,76.0,998727.0,28
1317,3.8,15.18,-93.6665,51.5,998738.0,16
1318,3.7,15.012,-94.3442,15.0,998883.0,3
1319,3.7,15.7492,-94.559,60.5,998983.0,17
1320,3.9,15.5518,-94.7358,20.0,999341.0,1
1321,3.6,14.9703,-94.3023,10.0,999472.0,2
1322,3.7,15.3812,-94.6915,18.4,999514.0,8
1323,5.0,15.3738,-94.7953,16.5,999674.0,4
1324,4.0,15.7203,-94.5,16.1,999828.0,4
1325,3.7,15.3132,-93.7527,16.1,1.000368e6,4
1326,3.8,15.1208,-94.2078,10.0,1.000603e6,2
1327,3.9,15.4175,-94.5345,57.5,1.000728e6,25
1328,4.0,15.5383,-94.7645,27.1,1.00087e6,18
1329,3.6,15.1008,-94.5107,10.0,1.000957e6,2
1330,3.8,15.7943,-94.9868,75.2,1.001484e6,32
1331,3.7,15.6218,-94.8702,51.5,1.001617e6,26
1332,4.0,15.6698,-95.4395,63.6,1.001993e6,14
1333,3.6,15.7363,-95.0582,40.3,1.002263e6,4
1334,3.5,15.3495,-93.7012,70.0,1.002438e6,19
1335,3.8,15.0537,-94.3085,15.0,1.002622e6,3
1336,3.3,15.1637,-93.772,20.0,1.002878e6,1
1337,3.6,15.414000000000001,-94.811,16.0,1.002984e6,23
1338,4.1,15.217,-94.6808,18.6,1.003145e6,5
1339,3.6,15.2098,-94.2597,86.6,1.003895e6,17
1340,4.0,15.6068,-94.7028,10.4,1.004083e6,29
1341,4.3,15.4342,-94.92200000000001,17.8,1.004435e6,19
1342,3.5,15.7132,-94.4348,51.2,1.005213e6,20
1343,4.1,15.2668,-94.5972,16.0,1.005322e6,23
1344,3.6,16.55,-95.29799999999999,107.3,1.005635e6,10
1345,3.8,15.504000000000001,-94.6938,15.7,1.005807e6,15
1346,4.2,15.2918,-94.781,24.2,1.005972e6,20
1347,4.3,15.1197,-94.5265,14.1,1.006133e6,29
1348,4.1,15.7753,-94.5235,54.8,1.00646e6,8
1349,3.8,15.5658,-93.9962,72.9,1.006944e6,3
1350,3.7,15.7127,-94.785,16.7,1.006963e6,17
1351,3.5,14.8525,-91.9995,103.7,1.007131e6,27
1352,3.9,15.532,-94.8713,17.3,1.007343e6,24
1353,3.8,15.6283,-94.5195,15.4,1.007834e6,9
1354,3.4,15.7428,-94.665,33.9,1.008272e6,23
1355,3.7,14.777999999999999,-92.0935,102.8,1.008338e6,27
1356,3.6,15.0645,-93.67299999999999,15.2,1.008484e6,8
1357,3.5,15.3672,-94.63,16.1,1.008664e6,4
1358,3.9,14.9202,-94.2347,15.0,1.008731e6,3
1359,4.0,15.1258,-94.348,15.0,1.009266e6,3
1360,3.7,15.6112,-94.5388,16.1,1.009614e6,4
1361,3.5,15.7882,-94.5535,53.8,1.00991e6,24
1362,3.7,15.498,-94.8727,16.1,1.010148e6,4
1363,3.9,15.2185,-93.9238,15.0,1.010239e6,3
1364,3.8,15.5335,-94.7752,34.8,1.010393e6,25
1365,3.8,15.3607,-94.8112,16.1,1.010617e6,4
1366,3.8,15.1013,-94.4388,20.0,1.010906e6,1
1367,3.5,15.1868,-94.089,16.1,1.011146e6,4
1368,3.9,15.0063,-94.2933,15.0,1.01121e6,3
1369,4.3,15.7638,-94.5097,44.9,1.011556e6,22
1370,3.2,15.2673,-93.8382,75.9,1.012116e6,13
1371,3.9,15.618,-94.744,48.1,1.01215e6,33
1372,3.6,15.4412,-94.7807,16.2,1.012717e6,2
1373,3.7,15.0245,-93.6022,16.1,1.013291e6,4
1374,3.8,15.0838,-94.305,15.6,1.013778e6,6
1375,3.5,15.7493,-94.5427,53.8,1.013929e6,31
1376,3.8,15.2167,-94.5365,16.0,1.013989e6,23
1377,4.4,15.077,-94.4008,24.4,1.014768e6,30
1378,3.3,15.5417,-94.7773,16.0,1.014979e6,23
1379,4.0,15.1573,-94.5148,16.1,1.015156e6,4
1380,4.1,15.5442,-94.8117,16.1,1.015393e6,4
1381,3.8,15.6418,-94.7273,16.1,1.015584e6,4
1382,4.2,15.0197,-94.0257,36.6,1.015866e6,25
1383,3.7,14.9558,-94.1963,9.2,1.016113e6,28
1384,4.2,15.399000000000001,-94.715,16.9,1.016245e6,19
1385,4.1,15.3478,-94.6385,20.0,1.016472e6,1
1386,4.1,15.9953,-95.13600000000001,36.6,1.016707e6,19
1387,4.2,15.1385,-93.676,50.0,1.016723e6,24
1388,3.8,15.8052,-95.1318,14.9,1.016831e6,25
1389,3.7,15.3272,-93.2773,75.3,1.017114e6,16
1390,3.9,16.1047,-95.2185,21.2,1.017174e6,6
1391,3.9,15.3378,-94.6923,16.1,1.017333e6,4
1392,3.4,15.5615,-94.8402,16.3,1.017452e6,2
1393,3.8,15.0492,-94.2752,29.7,1.017523e6,14
1394,3.8,16.1767,-95.0857,21.4,1.017809e6,15
1395,3.8,15.4302,-94.7223,44.6,1.01794e6,34
1396,4.3,15.4395,-94.6157,23.3,1.018205e6,20
1397,4.1,15.3172,-94.4675,23.2,1.018237e6,17
1398,3.5,14.9878,-93.4183,15.0,1.018399e6,3
1399,4.0,15.5968,-94.9735,16.0,1.018718e6,23
1400,3.9,15.0972,-94.3032,50.8,1.018846e6,9
1401,3.8,15.7573,-94.5517,42.7,1.019252e6,6
1402,4.1,15.6863,-94.686,95.7,1.01934e6,29
1403,3.9,15.6105,-94.5413,16.1,1.01953e6,4
1404,3.9,15.6378,-95.155,12.9,1.019624e6,12
1405,3.7,15.8562,-94.1538,134.4,1.019823e6,7
1406,3.4,15.1005,-93.6808,16.0,1.019922e6,23
1407,4.1,15.0882,-94.491,16.1,1.020045e6,4
1408,4.0,15.4972,-94.0758,49.0,1.020258e6,20
1409,3.3,15.0993,-93.8493,16.7,1.020853e6,17
1410,5.0,15.1547,-94.6012,21.0,1.020923e6,10
1411,3.6,14.9302,-94.3598,16.0,1.021746e6,23
1412,4.2,15.292,-94.7933,18.6,1.022499e6,13
1413,4.4,15.3193,-94.8185,16.2,1.022866e6,2
1414,4.5,15.1765,-94.5853,24.8,1.02341e6,8
1415,3.9,15.125,-94.5318,5.0,1.024416e6,30
1416,3.9,16.2873,-95.0123,16.0,1.024456e6,23
1417,3.6,15.2518,-93.809,51.7,1.024542e6,27
1418,3.9,15.4513,-94.7732,16.1,1.025071e6,4
1419,4.1,15.4988,-94.7872,16.1,1.025808e6,4
1420,3.5,15.4118,-94.6042,16.4,1.026176e6,13
1421,3.8,15.5517,-94.6467,26.9,1.026285e6,25
1422,4.4,15.6138,-94.9818,16.8,1.026344e6,10
1423,3.8,15.3018,-94.6047,11.7,1.02655e6,16
1424,4.0,15.0045,-94.3847,17.3,1.026699e6,24
1425,3.5,15.0825,-93.9888,83.3,1.026932e6,11
1426,3.5,15.182,-93.9365,12.9,1.02704e6,23
1427,3.5,15.1717,-93.6813,43.3,1.027141e6,9
1428,3.9,15.1762,-94.5048,16.1,1.02758e6,4
1429,3.6,15.3103,-94.7072,20.0,1.027856e6,1
1430,3.6,15.177,-93.927,17.3,1.027915e6,24
1431,3.4,15.082,-93.3553,61.7,1.028264e6,12
1432,4.4,15.0428,-94.4352,16.0,1.028379e6,23
1433,4.0,15.3203,-94.5567,16.0,1.028658e6,23
1434,4.0,14.9667,-93.2687,48.1,1.029003e6,28
1435,4.0,15.0557,-94.2832,51.4,1.02913e6,21
1436,4.1,15.0675,-94.611,15.8,1.029575e6,7
1437,3.9,15.0045,-93.5873,13.7,1.029737e6,8
1438,4.0,15.7475,-94.2017,130.1,1.029984e6,30
1439,3.5,15.3838,-93.5647,86.0,1.030107e6,13
1440,3.6,15.1513,-93.7848,16.1,1.030219e6,4
1441,3.8,15.4665,-94.4392,96.7,1.030312e6,11
1442,4.0,15.343,-94.6075,16.5,1.03043e6,4
1443,3.9,15.4047,-93.7638,65.5,1.030573e6,20
1444,4.1,15.0773,-94.2355,36.3,1.030818e6,7
1445,4.1,15.4332,-94.6113,16.1,1.031022e6,4
1446,3.7,15.3812,-93.5912,78.7,1.031812e6,16
1447,3.8,15.0703,-93.7348,21.0,1.032023e6,24
1448,5.0,15.2148,-93.6858,54.6,1.032195e6,34
1449,3.9,15.0727,-94.2215,16.0,1.032635e6,23
1450,3.3,15.0682,-93.6592,16.3,1.032745e6,11
1451,3.6,15.53,-94.7915,15.6,1.032804e6,33
1452,3.7,15.7153,-94.5693,13.8,1.032931e6,31
1453,3.3,15.1382,-93.6963,43.8,1.033049e6,6
1454,3.7,15.1245,-93.6378,45.8,1.033117e6,24
1455,3.4,15.1168,-93.7013,30.3,1.03327e6,23
1456,3.9,15.4995,-94.8098,16.1,1.033337e6,4
1457,3.6,15.0933,-93.6825,16.6,1.033494e6,7
1458,3.7,14.9435,-94.1582,20.0,1.03369e6,1
1459,3.6,15.6877,-93.3413,91.9,1.033868e6,25
1460,3.9,15.222999999999999,-94.4582,16.0,1.034364e6,23
1461,3.8,15.7005,-93.6575,136.7,1.034558e6,15
1462,3.5,15.0962,-93.6857,20.0,1.034645e6,1
1463,3.8,15.907,-93.9335,162.1,1.035352e6,17
1464,3.8,15.1893,-93.641,50.8,1.03581e6,9
1465,3.5,15.1835,-93.851,10.0,1.035904e6,2
1466,3.5,15.1182,-93.7257,29.8,1.036295e6,30
1467,3.7,15.7772,-94.5458,35.4,1.036484e6,14
1468,3.5,15.0923,-94.2895,10.0,1.036596e6,2
1469,3.7,15.7837,-94.5055,45.8,1.036719e6,34
1470,3.6,15.0998,-93.7048,45.5,1.037092e6,26
1471,3.5,15.387,-94.7725,16.1,1.037291e6,4
1472,4.0,15.1847,-93.6332,49.4,1.037396e6,21
1473,3.4,15.3467,-93.5822,80.0,1.037833e6,25
1474,3.5,15.1275,-93.6722,38.5,1.037934e6,10
1475,3.5,15.1847,-93.666,50.5,1.038185e6,33
1476,3.7,15.594000000000001,-94.665,16.6,1.038213e6,3
1477,3.4,15.0113,-93.9363,124.6,1.038341e6,16
1478,3.5,15.130999999999998,-93.6537,30.0,1.038563e6,9
1479,3.5,15.2177,-94.0812,100.3,1.038669e6,20
1480,3.9,15.7333,-94.57700000000001,16.2,1.038903e6,2
1481,3.6,14.5768,-94.0348,16.4,1.039237e6,13
1482,3.8,15.4317,-94.0935,43.5,1.039359e6,24
1483,3.4,15.0718,-93.7242,16.2,1.039595e6,2
1484,4.0,15.0572,-94.3288,12.1,1.039644e6,10
1485,3.6,15.1267,-93.6708,16.1,1.039827e6,4
1486,3.8,15.1992,-93.6428,51.8,1.040302e6,17
1487,3.8,15.1547,-93.6597,41.0,1.040381e6,18
1488,3.6,15.4245,-93.4945,80.7,1.040515e6,29
1489,3.9,15.037,-93.919,16.0,1.040574e6,23
1490,3.6,15.212,-93.021,157.5,1.040673e6,12
1491,3.8,15.5048,-94.5498,49.8,1.041015e6,32
1492,3.7,15.1145,-93.6802,32.2,1.041155e6,18
1493,3.5,13.129000000000001,-93.256,15.0,1.041308e6,3
1494,3.9,15.5675,-94.6858,73.6,1.041434e6,15
1495,3.8,15.1097,-93.7218,16.1,1.041622e6,4
1496,3.8,15.1177,-94.3482,60.0,1.042281e6,28
1497,3.5,14.4302,-93.8955,5.0,1.042537e6,14
1498,3.9,14.9433,-94.1732,27.0,1.042899e6,33
1499,3.4,15.114,-93.5333,53.4,1.043091e6,6
1500,3.8,15.1873,-94.4138,5.0,1.043167e6,14
1501,3.5,15.1447,-93.6933,37.7,1.043373e6,8
1502,3.4,15.1015,-93.7013,16.1,1.043447e6,4
1503,3.5,15.055,-93.5422,44.0,1.043588e6,19
1504,3.8,15.8062,-94.3555,84.0,1.043745e6,20
1505,3.2,15.0695,-93.7077,16.4,1.043909e6,13
1506,3.7,15.1532,-93.6845,46.3,1.043958e6,18
1507,3.5,15.1375,-93.7353,50.0,1.044021e6,29
1508,4.6,15.3228,-95.2913,42.8,1.044472e6,3
1509,4.0,17.436,-94.0938,14.0,1.044792e6,15
1510,3.8,15.306,-94.3927,61.9,1.045027e6,34
1511,3.6,15.1422,-94.4582,15.8,1.045121e6,7
1512,3.8,15.7732,-94.3277,58.7,1.045636e6,8
1513,3.9,15.314,-94.5793,20.0,1.045724e6,1
1514,3.7,15.1267,-93.6758,15.0,1.046206e6,3
1515,4.2,15.6772,-94.4453,31.2,1.046368e6,25
1516,4.0,15.0935,-93.666,30.2,1.046628e6,26
1517,4.2,15.3373,-94.5018,47.8,1.04681e6,15
1518,3.7,14.9387,-94.1128,15.5,1.046996e6,21
1519,3.6,16.2505,-93.98899999999999,125.6,1.047062e6,13
1520,4.2,15.1333,-94.2743,40.0,1.047126e6,17
1521,4.2,15.33,-94.5647,52.4,1.04727e6,22
1522,3.9,15.2395,-94.6783,17.1,1.047537e6,12
1523,3.9,15.7968,-94.484,70.5,1.047585e6,25
1524,3.4,15.3445,-93.3587,80.4,1.04782e6,19
1525,3.9,15.0993,-93.7297,24.9,1.047866e6,20
1526,3.8,15.193,-93.6573,45.0,1.048689e6,9
1527,4.6,15.5375,-94.7203,17.0,1.048804e6,26
1528,4.4,15.5477,-94.9072,18.0,1.049452e6,16
1529,3.9,15.352,-94.64299999999999,16.1,1.049653e6,4
1530,4.0,15.8925,-95.1735,11.4,1.049869e6,18
1531,3.3,15.4232,-93.5218,81.7,1.050016e6,21
1532,3.7,15.6213,-94.4962,20.0,1.050259e6,1
1533,3.4,16.054000000000002,-94.0257,127.2,1.050456e6,30
1534,3.6,14.9645,-93.6445,20.0,1.050538e6,1
1535,3.6,15.3895,-94.79899999999999,16.1,1.050662e6,4
1536,3.8,15.844000000000001,-94.9728,16.6,1.050752e6,3
1537,3.9,15.1665,-94.624,16.8,1.050803e6,10
1538,3.5,15.9123,-93.2293,96.9,1.051315e6,24
1539,2.9,15.3775,-93.5413,75.3,1.051533e6,26
1540,3.7,16.7723,-94.3052,121.2,1.051756e6,8
1541,3.6,14.9275,-93.3907,16.0,1.052106e6,23
1542,3.7,15.6652,-94.9067,51.6,1.052132e6,32
1543,4.3,15.7168,-94.5335,26.5,1.052287e6,27
1544,3.7,15.2578,-93.6402,66.4,1.052755e6,13
1545,3.8,15.6975,-94.98899999999999,54.1,1.052827e6,6
1546,3.9,15.1122,-93.7022,15.7,1.053179e6,15
1547,4.0,15.1543,-93.6622,44.6,1.053394e6,30
1548,3.8,15.145999999999999,-94.5005,15.9,1.05353e6,31
1549,3.6,15.4668,-93.75200000000001,64.7,1.053638e6,9
1550,3.7,15.2275,-93.2657,75.7,1.053906e6,13
1551,3.7,15.1018,-93.6592,11.3,1.053943e6,14
1552,3.8,15.8985,-95.1283,15.9,1.054077e6,31
1553,3.8,14.9367,-94.0777,44.8,1.054137e6,33
1554,4.2,14.8132,-94.1737,16.2,1.054856e6,2
1555,4.1,15.4677,-94.65,32.7,1.055189e6,22
1556,4.1,15.1677,-94.2455,15.0,1.055321e6,3
1557,3.8,15.2575,-93.59899999999999,64.1,1.056819e6,4
1558,3.5,15.0755,-93.5505,16.8,1.056936e6,10
1559,3.9,15.1925,-94.4878,25.9,1.057629e6,14
1560,3.5,15.0532,-94.2073,69.5,1.058065e6,10
1561,3.8,14.9223,-94.3717,16.1,1.058358e6,4
1562,3.4,15.4675,-93.6348,74.9,1.059195e6,26
1563,4.5,15.8817,-93.7387,94.3,1.059737e6,25
1564,3.9,15.052999999999999,-94.3215,16.4,1.060149e6,13
1565,3.4,15.1477,-93.6202,15.0,1.06035e6,3
1566,3.5,15.7385,-94.56,33.5,1.060391e6,8
1567,3.7,15.5893,-94.8898,61.9,1.060458e6,34
1568,3.6,15.1383,-93.6468,15.0,1.060577e6,3
1569,3.9,14.9322,-93.3885,16.2,1.060689e6,2
1570,3.6,15.0363,-93.3238,56.7,1.060722e6,29
1571,3.6,15.0882,-93.664,19.3,1.061188e6,19
1572,3.8,15.08,-93.7008,24.7,1.061269e6,7
1573,3.7,15.1172,-93.7123,36.0,1.061688e6,19
1574,3.7,15.822000000000001,-95.2015,10.0,1.061727e6,2
1575,3.8,15.3638,-93.5665,69.2,1.062047e6,26
1576,3.6,15.1763,-93.6187,39.6,1.06207e6,15
1577,3.8,15.720999999999998,-94.915,31.4,1.062135e6,9
1578,3.7,15.6142,-94.7855,16.0,1.062421e6,23
1579,4.2,15.2407,-93.6308,68.5,1.063749e6,21
1580,3.7,15.1165,-93.7023,16.0,1.064204e6,20
1581,4.1,15.2517,-94.6845,16.0,1.064282e6,20
1582,3.7,15.0935,-93.6952,21.2,1.064473e6,15
1583,3.8,15.6257,-94.53299999999999,47.1,1.064566e6,11
1584,3.5,15.659,-93.3845,96.0,1.064676e6,28
1585,3.7,15.0957,-93.7127,16.4,1.064736e6,16
1586,3.9,14.9098,-94.3395,13.0,1.064953e6,19
1587,3.9,15.1067,-93.7422,16.1,1.065104e6,4
1588,3.5,15.7038,-95.131,16.1,1.065196e6,4
1589,3.9,15.126,-94.5438,16.3,1.065676e6,11
1590,3.7,15.1098,-93.6838,15.0,1.066195e6,3
1591,3.8,14.8588,-94.2318,15.0,1.066285e6,3
1592,3.8,15.5888,-94.7903,16.7,1.066526e6,17
1593,3.4,15.8008,-95.079,20.0,1.066559e6,1
1594,3.9,15.1628,-93.6988,50.0,1.066785e6,29
1595,4.0,15.1617,-94.3902,13.7,1.067034e6,25
1596,3.6,15.0958,-93.7072,15.7,1.067247e6,18
1597,3.8,15.2238,-94.4895,24.4,1.067357e6,30
1598,3.6,15.9092,-95.1218,17.7,1.067475e6,32
1599,3.8,15.1357,-93.6737,42.0,1.067692e6,4
1600,3.9,15.209000000000001,-93.665,59.3,1.068288e6,24
1601,3.9,15.296,-93.249,82.0,1.068764e6,26
1602,3.8,15.359000000000002,-93.4568,65.5,1.068907e6,20
1603,3.9,15.4643,-94.7622,16.1,1.069303e6,5
1604,4.2,15.7187,-94.527,24.0,1.069491e6,19
1605,3.8,15.1322,-93.6742,16.2,1.069776e6,2
1606,3.6,15.3008,-93.5695,65.3,1.070386e6,17
1607,4.2,15.0802,-94.9445,33.0,1.071063e6,14
1608,3.6,15.142000000000001,-93.6693,15.8,1.071827e6,21
1609,3.7,15.0148,-94.1185,20.0,1.072053e6,1
1610,3.9,15.005999999999998,-94.9125,23.5,1.072475e6,19
1611,3.4,15.1468,-93.667,20.0,1.07317e6,1
1612,3.6,15.3088,-93.5418,72.0,1.073247e6,34
1613,3.8,15.5212,-94.6708,16.1,1.073475e6,5
1614,3.4,15.1462,-93.6625,36.2,1.073745e6,20
1615,3.5,15.133,-93.2612,64.5,1.073832e6,17
1616,3.4,15.8052,-94.4097,42.9,1.074e6,23
1617,3.8,15.7327,-94.5738,30.5,1.07422e6,3
1618,3.6,15.1723,-93.6672,38.3,1.07439e6,18
1619,3.7,15.1723,-93.6505,40.4,1.074518e6,15
1620,4.5,15.4588,-94.87200000000001,19.5,1.074782e6,33
1621,4.1,15.1895,-93.6645,57.4,1.075566e6,9
1622,4.0,15.0113,-93.96600000000001,12.9,1.076136e6,23
1623,3.6,16.1815,-94.8633,40.0,1.076344e6,17
1624,3.9,15.222000000000001,-94.4845,17.1,1.07641e6,12
1625,3.9,15.7247,-94.7547,11.2,1.077088e6,28
1626,3.6,15.1813,-93.7603,59.4,1.077182e6,8
1627,4.5,15.2212,-93.665,45.8,1.078027e6,34
1628,4.7,16.256,-95.0987,67.8,1.078397e6,27
1629,3.9,15.1145,-93.7023,31.9,1.078689e6,31
1630,3.9,15.1038,-93.6537,44.7,1.078879e6,24
1631,4.0,15.2542,-94.6555,16.2,1.079712e6,2
1632,3.7,15.0902,-93.6993,16.4,1.079944e6,16
1633,4.2,15.5152,-94.7737,16.5,1.080244e6,4
1634,4.0,15.3152,-93.5592,76.7,1.080642e6,25
1635,3.9,15.2378,-93.6323,53.3,1.081453e6,32
1636,4.1,15.027999999999999,-94.385,16.0,1.08191e6,17
1637,4.1,13.6968,-92.175,15.0,1.08239e6,3
1638,4.1,15.0367,-94.2448,14.9,1.082709e6,25
1639,3.7,15.1923,-94.2613,2.9,1.082991e6,8
1640,4.2,15.0863,-93.7633,42.6,1.083374e6,23
1641,4.2,15.4857,-94.79,16.4,1.08352e6,16
1642,4.3,15.2115,-94.3175,40.0,1.083783e6,17
1643,3.9,15.5607,-94.7023,30.0,1.084221e6,9
1644,4.0,15.7303,-94.5398,29.1,1.084706e6,22
1645,3.8,15.247,-93.2202,75.6,1.084849e6,13
1646,3.8,14.9407,-94.5327,15.0,1.08507e6,3
1647,4.3,16.0237,-95.1123,10.2,1.085304e6,33
1648,4.3,16.0425,-95.0567,55.2,1.085874e6,6
1649,3.8,15.1342,-93.7497,13.2,1.086079e6,31
1650,3.6,15.155999999999999,-94.4228,31.5,1.086176e6,28
1651,3.9,15.3915,-94.00200000000001,55.3,1.086297e6,25
1652,3.7,15.2027,-94.2582,8.9,1.086947e6,19
1653,3.7,15.0085,-94.012,8.9,1.087224e6,19
1654,3.9,15.2905,-94.52799999999999,15.0,1.087477e6,3
1655,3.7,15.0328,-93.461,32.2,1.087592e6,24
1656,3.6,15.9957,-94.7728,66.2,1.087655e6,29
1657,3.7,15.2583,-93.6687,59.5,1.087878e6,16
1658,3.8,15.1168,-93.7058,37.6,1.088348e6,20
1659,4.0,15.2567,-94.525,30.2,1.089038e6,26
1660,3.4,15.4378,-94.7623,17.9,1.089541e6,6
1661,3.9,15.6323,-94.7502,16.0,1.089603e6,2
1662,4.0,15.3158,-93.5982,65.8,1.089854e6,10
1663,3.8,14.8395,-94.12899999999999,15.0,1.089883e6,3
1664,4.1,15.6122,-95.1687,16.1,1.090153e6,5
1665,4.1,16.5603,-91.0273,28.1,1.090415e6,29
1666,3.9,14.970999999999998,-94.3557,15.0,1.090747e6,3
1667,5.3,15.372,-95.2813,33.4,1.091071e6,8
1668,4.8,14.8547,-94.2735,24.9,1.091757e6,17
1669,4.1,15.139000000000001,-94.1715,24.3,1.092144e6,27
1670,3.1,15.2788,-93.6168,60.7,1.092535e6,20
1671,3.9,15.267000000000001,-93.825,5.6,1.092574e6,6
1672,3.9,15.7013,-94.551,30.8,1.093181e6,29
1673,3.9,15.1018,-93.7182,15.2,1.093594e6,12
1674,3.6,15.1572,-93.694,43.4,1.093962e6,7
1675,3.8,15.1537,-93.7998,52.0,1.094359e6,20
1676,4.2,15.2782,-94.4258,16.1,1.094547e6,5
1677,3.8,15.4152,-94.7483,16.1,1.094818e6,5
1678,4.3,15.5347,-94.81200000000001,25.6,1.095163e6,10
1679,4.2,15.379000000000001,-93.2508,81.9,1.095626e6,15
1680,3.9,15.2258,-94.6118,15.0,1.095802e6,3
1681,4.2,15.2738,-94.603,27.7,1.095896e6,8
1682,3.9,15.167,-93.695,47.9,1.096469e6,34
1683,3.3,15.6668,-93.4177,88.8,1.096952e6,13
1684,3.7,15.850999999999999,-94.9773,19.2,1.096985e6,19
1685,3.4,15.1147,-93.291,68.2,1.097111e6,27
1686,3.3,14.9702,-93.3698,16.1,1.097222e6,5
1687,3.6,15.1437,-93.7813,11.1,1.09766e6,30
1688,3.7,14.9202,-94.3308,15.0,1.098075e6,3
1689,3.5,16.2257,-93.1247,75.2,1.09816e6,14
1690,3.2,15.2535,-93.6473,60.7,1.098262e6,25
1691,3.3,15.0785,-93.6675,13.0,1.098287e6,16
